episode,reward,loss,transmission_success_rate,battery_remaining,storage_overflow_count
159,335.0,26.66576623368537,0.42857142857142855,-0.22325197437790836,0
160,244.0,27.211288770039875,0.42857142857142855,-0.04703535382344551,0
161,431.0,27.608653341020858,0.2857142857142857,1.959886186680275,1
162,199.0,26.925165466640305,0.5,-0.029222443542511606,0
163,328.0,25.753247973430586,0.375,0.5614677157286774,1
164,318.0,25.525755978837797,0.5,-0.28680741009065336,0
165,322.0,27.24906524570509,0.3125,-0.19525926426396092,1
166,211.0,25.79685460196601,0.3125,-0.036612819091460885,0
167,249.0,25.913859167406635,0.46153846153846156,-0.046791176543601015,0
168,365.0,26.15649620294571,0.29411764705882354,-0.5690691375660997,0
169,232.0,25.02634920179844,0.5454545454545454,-0.20811816904866323,0
170,190.0,24.208447096777743,0.3076923076923077,-0.1227137929699035,0
171,258.0,24.737012009871634,0.4166666666666667,-0.22513018252317454,0
172,323.0,26.80408888328366,0.46153846153846156,-0.2538247799910981,0
173,286.0,25.838086869981552,0.35714285714285715,0.4806271253485484,1
174,275.0,27.26307726542155,0.6,-0.06471646615827145,0
175,266.0,26.236655185749004,0.5833333333333334,-0.8499297387895228,0
176,358.0,28.602863472628307,0.4117647058823529,-0.26102735758967865,0
177,302.0,24.623809685578216,0.7,-0.14319244736258066,0
178,354.0,26.529672557657417,0.5454545454545454,1.3291959417315138,1
179,361.0,25.2398142230754,0.3076923076923077,-0.04612450136213089,0
180,282.0,25.95918805100197,0.5,-0.1097809708474802,0
181,205.0,24.5042646511181,0.38461538461538464,-0.06816907092592475,0
182,315.0,23.699996437824947,0.35714285714285715,6.272912627820974,1
183,383.0,23.108233400013138,0.5,2.5149260182965016,1
184,396.0,21.95449291040868,0.5,-0.08845190215723223,0
185,304.0,23.098469192917282,0.38461538461538464,-0.16120189822646705,0
186,216.0,22.848690247871506,0.38461538461538464,-0.16625376566440844,1
187,333.0,22.00186840865923,0.4444444444444444,-0.23945581966521515,0
188,148.0,22.761746491326225,0.26666666666666666,-0.08964036622996369,0
189,333.0,21.745476825262912,0.4166666666666667,0.9135404840345194,1
190,355.0,21.949015256835192,0.45454545454545453,-0.1597549286857224,0
191,383.0,21.875079278945922,0.26666666666666666,0.05407642591079648,1
192,418.0,22.223727464675903,0.3076923076923077,6.730750482171023,1
193,363.0,22.602896372477215,0.4117647058823529,-0.45853518781401986,0
194,372.0,20.592105452934007,0.35714285714285715,-0.696489918367643,1
195,255.0,23.408356383040143,0.5,-0.05899533981313759,0
196,269.0,20.629587990897043,0.6363636363636364,-0.10331683839787412,0
197,257.0,19.841557366507395,0.46153846153846156,-0.02024845123263891,0
198,336.0,22.219333719851367,0.3333333333333333,-0.016465865417311015,0
199,404.0,20.798683283280354,0.21428571428571427,-0.11692945775652755,0
200,308.0,22.23733871459961,0.5333333333333333,-0.02904726804224783,0
201,162.0,20.38472142653032,0.46153846153846156,-0.2017167731145574,0
202,403.0,21.183663171591217,0.42857142857142855,-0.16696385678036033,0
203,267.0,19.923399994450232,0.6153846153846154,-0.06397513663686075,0
204,328.0,20.75586207707723,0.35714285714285715,0.6669731946956203,1
205,344.0,20.21973497052736,0.4,-0.17391547909371932,0
206,486.0,19.73321737561907,0.4117647058823529,-1.0142598285924973,1
207,241.0,20.037584753597486,0.46153846153846156,3.8667996205363977,1
208,335.0,20.380589292019227,0.6,-0.2620602130414066,0
209,299.0,20.5765909075737,0.4666666666666667,-1.1898453034414165,0
210,289.0,19.862279675801595,0.2,5.691053533385132,1
211,255.0,18.869446056476537,0.46153846153846156,-0.2208779158560227,0
212,215.0,21.109522507407448,0.4166666666666667,-0.1446997106628424,0
213,291.0,21.173086550328637,0.46153846153846156,0.44646260070016913,1
214,273.0,21.480396376715767,0.6363636363636364,-0.2564518165283526,0
215,360.0,21.13841040567918,0.4,-0.18055109368279113,0
216,404.0,20.55978183746338,0.2857142857142857,5.472225286327111,1
217,307.0,21.138152503967284,0.5833333333333334,-0.10341539570199379,0
218,340.0,21.432044040866014,0.5454545454545454,-0.1092654627426172,0
219,399.0,20.609552071826293,0.3125,-0.15127539746880717,0
220,278.0,21.103326694781963,0.5384615384615384,-0.23640801847620355,0
221,340.0,19.660672021948773,0.4,-0.18857546240784454,0
222,332.0,21.4624250458508,0.4166666666666667,3.34849048690526,1
223,270.0,20.246008809407552,0.6363636363636364,-0.7591541703662881,0
224,388.0,18.946784950164428,0.375,-0.08821290763289916,0
225,242.0,20.809817533235293,0.35714285714285715,3.831696010074708,1
226,401.0,20.09922956616691,0.4,-0.04157601211925757,0
227,365.0,18.84815114810143,0.3684210526315789,-0.20867110637019673,0
228,377.0,19.709936881065367,0.35714285714285715,2.0106673917718263,1
229,282.0,19.656580065337703,0.29411764705882354,-0.28303079393351005,0
230,364.0,18.797662533030792,0.46153846153846156,3.103768956477128,1
231,321.0,20.98113100456469,0.375,-0.24350475153229514,0
232,242.0,17.447962559186497,0.5,-0.1384024150725053,0
233,219.0,19.317336834967136,0.3333333333333333,-0.0001165706435612146,0
234,433.0,18.04403195756205,0.4117647058823529,4.513326058454174,1
235,282.0,17.418329215631253,0.5454545454545454,0.835375930619012,1
236,242.0,18.99172119041542,0.38461538461538464,-0.2597714844770608,0
237,310.0,18.92986010445489,0.25,0.2697528661349398,1
238,291.0,17.845148273416466,0.5,1.4046814183792482,1
239,300.0,18.78658129374186,0.15384615384615385,-0.13132152706606784,0
240,316.0,18.95645891536366,0.36363636363636365,9.51937439511279,1
241,332.0,19.100495211283366,0.4375,-0.2125919590641087,0
242,331.0,19.044144932816668,0.25,8.027044676560063,1
243,341.0,17.372982642229864,0.3333333333333333,0.5796935624524229,1
244,277.0,19.61889229811631,0.5,-0.015025682685535863,0
245,312.0,19.12374474020565,0.36363636363636365,0.4670152236620911,1
246,268.0,18.343352120498132,0.42857142857142855,-0.29412040929506256,0
247,290.0,17.941163432213568,0.5454545454545454,0.1962252468188999,1
248,310.0,19.414709642529488,0.6363636363636364,-0.07200074460028075,0
249,325.0,17.621161493536544,0.46153846153846156,-0.6587741528258668,0
250,334.0,19.607128724284557,0.38461538461538464,-0.169970389273454,0
251,360.0,20.091287860163934,0.45454545454545453,1.7751120874164392,1
252,307.0,18.633347337896172,0.42857142857142855,-0.028460974518505516,0
253,305.0,17.497467613220216,0.5,-0.14649104098606638,0
254,439.0,18.519871107081777,0.3076923076923077,5.958782020961368,1
255,293.0,17.356007826037523,0.3076923076923077,0.6792116626752367,1
256,185.0,18.503945767879486,0.5384615384615384,-0.16347492324837112,0
257,294.0,18.383476324570484,0.5555555555555556,2.279139129862803,1
258,286.0,17.852413459562918,0.4166666666666667,-0.13271215391146365,0
259,293.0,17.303470089010997,0.6666666666666666,-0.08928280649674539,0
260,235.0,19.2213927401772,0.5,4.273826480431889,1
261,347.0,17.212706555019725,0.6153846153846154,-0.24059601698458377,0
262,295.0,18.851611325438594,0.5454545454545454,-0.22218324683567006,0
263,241.0,17.853443908691407,0.26666666666666666,-0.25048546070345373,0
264,301.0,16.78453293442726,0.3333333333333333,-0.005029261469237906,0
265,491.0,18.57762056753176,0.46153846153846156,-0.07944974077135894,0
266,273.0,16.956162896874833,0.4,-0.16834692831512568,0
267,364.0,17.985304007369482,0.5555555555555556,1.0945959873285327,1
268,413.0,16.380798547164254,0.47058823529411764,-0.12742679765311307,0
269,292.0,17.374219910851842,0.5384615384615384,-0.18893948675548158,0
270,264.0,16.59419167637825,0.4166666666666667,-0.07986858364463481,0
271,303.0,16.804116503397623,0.29411764705882354,-0.09531028035463998,0
272,273.0,17.71072756725809,0.6,-0.11313375015787033,0
273,294.0,16.80223219735282,0.5,-0.18911521483748697,0
274,350.0,16.316070079803467,0.26666666666666666,-0.024504267149192543,0
275,270.0,17.673576329883776,0.5454545454545454,-0.15287018023192825,0
276,337.0,18.055029858364147,0.42857142857142855,16.413519149424218,1
277,328.0,15.885532131442776,0.5,-0.09567038961292634,0
278,244.0,16.909996641309636,0.5,9.772363739180085,1
279,339.0,17.325688632329307,0.2,-0.09105593044323226,0
280,324.0,20.0831976370378,0.5,1.4041223082394927,1
281,289.0,18.606463775634765,0.45454545454545453,6.345265899005007,1
282,313.0,19.838751357990308,0.3333333333333333,4.704463813274589,1
283,408.0,18.529377653243692,0.38461538461538464,14.724171010148748,1
284,320.0,19.285988290625884,0.5384615384615384,1.3395578825499908,1
285,329.0,17.936769285319762,0.35714285714285715,-0.24483116746423353,0
286,238.0,16.927063616839323,0.25,20.188117212615925,1
287,399.0,18.057696369872698,0.35714285714285715,1.2081633316444915,1
288,373.0,21.650895871056452,0.42857142857142855,-0.1328557736839792,0
289,336.0,19.54140351035378,0.38461538461538464,-0.16017471429133626,0
290,313.0,17.21782195409139,0.46153846153846156,6.494974836728451,1
291,327.0,16.954499727563014,0.25,-0.11363484110394353,0
292,318.0,19.926918256282807,0.4166666666666667,-0.13432434202887658,0
293,397.0,17.465076376262463,0.5,1.9886048709019517,1
294,356.0,18.787973086039226,0.2857142857142857,9.932414774316694,1
295,330.0,19.348388622968624,0.42857142857142855,-0.6683128155968843,0
296,285.0,18.68018311201924,0.5555555555555556,6.999437862786326,1
297,283.0,18.351328766136838,0.3,34.60526914877315,1
298,342.0,19.67140635322122,0.3333333333333333,14.50396313147459,1
299,290.0,19.918547805351547,0.42857142857142855,-0.05505940448689431,0
300,262.0,21.75675097571479,0.38461538461538464,3.7569298969983493,1
301,352.0,17.36463239457872,0.21428571428571427,14.939202928146516,1
302,338.0,18.23143870409797,0.38461538461538464,2.3329596760700566,1
303,348.0,22.701379905144375,0.2857142857142857,6.226268201270392,1
304,379.0,20.681765122847125,0.5,1.4643121453046635,1
305,314.0,18.211461191592008,0.3076923076923077,5.686712508954596,1
306,339.0,23.437331199645996,0.4,-0.09700392459856891,0
307,421.0,19.414253200803483,0.5,0.3492883522780899,1
308,442.0,17.261540663362755,0.35714285714285715,1.2544916141805473,1
309,342.0,19.483690399593776,0.45454545454545453,-0.03505504181432931,0
310,329.0,21.42538840645238,0.25,0.5239002096586567,1
311,403.0,18.18698070861481,0.42857142857142855,-0.2650573889446315,0
312,291.0,19.506651871999104,0.5,9.8845088786845,1
313,298.0,19.79904743651269,0.3333333333333333,10.259313361847815,1
314,327.0,20.539798594069207,0.6,-0.37134178726689737,0
315,379.0,16.160114518527326,0.35294117647058826,-0.2369447164300044,0
316,266.0,15.826271043104285,0.42857142857142855,-0.15433897647905895,0
317,337.0,18.431440261277285,0.5,4.898334451694427,1
318,277.0,17.67093578974406,0.45454545454545453,0.2395729429572569,1
319,342.0,18.390336984746597,0.5,6.084616924530317,1
320,322.0,16.259190005817633,0.23529411764705882,3.8874383809081436,1
321,308.0,18.252985084758084,0.38461538461538464,0.8517236665787751,1
322,359.0,21.726592435393222,0.3125,7.763159825337193,1
323,338.0,16.622911842776016,0.4166666666666667,7.935069977250984,1
324,306.0,18.476729706872867,0.4444444444444444,13.39669777361297,1
325,356.0,16.31905610968427,0.3,16.62192787619336,1
326,300.0,16.365326387937678,0.5,6.779730945974447,1
327,400.0,19.388841318796917,0.6666666666666666,8.413990095405591,1
328,389.0,17.59774232197957,0.3333333333333333,-0.11593005968656406,0
329,355.0,20.1918723342124,0.2857142857142857,1.1594534702950832,1
330,284.0,19.902424721490767,0.5,1.103838732483861,1
331,401.0,20.84890190927606,0.35714285714285715,5.9006722577314905,1
332,372.0,19.369462082895,0.26666666666666666,3.0467710592510184,1
333,305.0,19.727922411525952,0.3333333333333333,4.190479931024121,1
334,457.0,19.524657955356673,0.3333333333333333,4.442761476525316,1
335,320.0,19.369027707768584,0.4166666666666667,-0.07110426286480523,0
336,387.0,20.099185705184937,0.5555555555555556,0.1098104879431559,1
337,302.0,20.434225032204075,0.7,-0.009995955997311207,0
338,382.0,14.644825463653893,0.35714285714285715,0.6098744101254805,1
339,403.0,16.735352408318292,0.35714285714285715,8.280448942223027,1
340,411.0,16.4765683040824,0.5555555555555556,14.879112172281896,1
341,316.0,17.39286155598138,0.45454545454545453,0.1127223388462733,1
342,345.0,21.90704884218133,0.46153846153846156,2.2535967041739786,1
343,232.0,21.06962560926165,0.08333333333333333,14.980881616469025,1
344,323.0,24.918086535135906,0.3333333333333333,9.373730599120954,1
345,333.0,22.463282306989033,0.09090909090909091,32.16263090897697,1
346,380.0,22.061290253875075,0.6666666666666666,10.34861386295722,1
347,378.0,26.41043502716791,0.35714285714285715,2.1923629506178854,1
348,400.0,22.230262585308243,0.3333333333333333,6.140753791880926,1
349,353.0,21.30213561265365,0.3333333333333333,9.676437260556538,1
350,364.0,27.325865054952686,0.2,28.667171006820773,1
351,337.0,25.993285157214636,0.5833333333333334,-0.17039737778377476,0
352,343.0,19.543440114127264,0.375,9.283036757015314,1
353,404.0,20.684490118133887,0.3333333333333333,-0.17761969940268402,0
354,278.0,21.028824961587283,0.21428571428571427,6.098773142648648,1
355,275.0,17.06408258886898,0.3076923076923077,-0.2273014973753166,0
356,317.0,22.488662118713062,0.42857142857142855,-0.18665709939640532,1
357,322.0,20.105666160583496,0.2222222222222222,42.374042211466985,1
358,373.0,17.988980809847515,0.2222222222222222,34.48635617507878,1
359,301.0,18.046617963340847,0.3333333333333333,4.887817780009814,1
360,264.0,23.453661966323853,0.35714285714285715,0.04736450917188714,1
361,393.0,26.537344853083294,0.38461538461538464,-0.10314301739571344,0
362,300.0,21.67921435291117,0.6,-0.20968353945483945,1
363,262.0,30.52206163528638,0.4166666666666667,6.191921960412816,1
364,322.0,22.535640963007896,0.5454545454545454,-0.12821349039394195,0
365,242.0,29.37080985743825,0.38461538461538464,-0.15686997572379927,0
366,380.0,20.57411620800312,0.0,43.786832231480886,1
367,285.0,21.301392902027477,0.3333333333333333,17.917746152485293,1
368,370.0,23.932678737138446,0.3333333333333333,20.10814932823716,1
369,386.0,23.31982677915822,0.35714285714285715,2.062816759389397,1
370,310.0,27.85540790427221,0.38461538461538464,5.682153886580618,1
371,436.0,33.708460008775866,0.16666666666666666,40.738256111190985,1
372,317.0,23.509121149778366,0.3333333333333333,-0.23771936139614028,1
373,331.0,25.27681797400288,0.23076923076923078,10.487060840906711,1
374,344.0,26.172476757273955,0.5555555555555556,8.19069923963876,1
375,415.0,17.711253818712738,0.36363636363636365,12.941397166826707,1
376,280.0,22.49414708641138,0.7142857142857143,5.421076590272929,1
377,361.0,28.84151517643648,0.3333333333333333,12.896946219821551,1
378,416.0,26.178332415960167,0.3076923076923077,15.664176420579315,1
379,249.0,26.30963539069807,0.5454545454545454,-0.008365773301729412,0
380,337.0,22.78385350510881,0.4,15.83506797181155,1
381,296.0,24.656779132169834,0.2,30.955334181312438,1
382,430.0,25.342500632459465,0.38461538461538464,9.456893530762825,1
383,312.0,23.865078528722126,0.4666666666666667,-0.5420319114635299,0
384,256.0,26.34815230694684,0.3333333333333333,5.602610637724364,1
385,321.0,24.93095178241971,0.3333333333333333,17.022256864513807,1
386,397.0,33.78024240719375,0.5,14.286583931042898,1
387,366.0,32.81650453567505,0.5555555555555556,11.85667835649765,1
388,391.0,26.601506956885842,0.5833333333333334,2.6086155140992737,1
389,247.0,31.68672812503317,0.38461538461538464,5.9611360515331056,1
390,374.0,25.53381091952324,0.3333333333333333,17.2319764556589,1
391,330.0,31.062417309458663,0.36363636363636365,-0.29670730961601677,0
392,459.0,25.730437073752146,0.3125,5.020906919597374,1
393,261.0,22.99144155685216,0.3076923076923077,-0.24441944768066018,0
394,400.0,28.02240415052934,0.4375,-0.2658166150434321,0
395,445.0,27.31222822739906,0.5,8.161774913134119,1
396,350.0,34.27885739904055,0.46153846153846156,13.558363715770295,1
397,305.0,22.904277754992975,0.46153846153846156,-0.23663868160272442,0
398,293.0,23.5296899981615,0.4444444444444444,4.2444472178227395,1
399,398.0,21.246176138028993,0.4166666666666667,3.3377702468308543,1
400,258.0,30.816904593736698,0.16666666666666666,7.187338150759586,1
401,402.0,30.049282983406304,0.3076923076923077,2.030563606350169,1
402,465.0,21.103046381584953,0.3333333333333333,-0.20890663442690563,0
403,365.0,30.422811620029403,0.3333333333333333,14.959556436125473,1
404,416.0,23.609498831305174,0.45454545454545453,5.098987613485697,1
405,384.0,25.995440441767375,0.38461538461538464,11.355450818009963,1
406,293.0,23.410052210092545,0.6363636363636364,-0.04974888551805426,0
407,331.0,17.185697135172394,0.2,23.23457782767344,1
408,334.0,25.634143448890523,0.5555555555555556,-0.11007938109154561,0
409,380.0,24.887732763400024,0.5,12.086255555564982,1
410,299.0,24.669692873954773,0.3,17.38391292117415,1
411,391.0,24.127960412642533,0.5,5.752274344107498,1
412,340.0,33.19811460706923,0.09090909090909091,32.987218682784764,1
413,416.0,29.630466406372772,0.25,26.49749127550888,1
414,397.0,29.315011512531953,0.5,18.939806193924763,1
415,299.0,27.909407794475555,0.4375,-0.2918080362170917,0
416,303.0,26.23432749167256,0.5,11.369182690601841,1
417,404.0,27.449642935577703,0.4166666666666667,4.174856875093734,1
418,305.0,32.300100224358694,0.625,13.051829603938447,1
419,319.0,23.09538270265628,0.7,-0.2993064740475878,0
420,393.0,25.051550029368883,0.45454545454545453,9.50355300197263,1
